0.0	47.00
1.0	47.01
2.0	47.03
3.0	47.06
4.0	47.11
5.0	47.18
6.0	47.26
7.0	47.35
8.0	47.46
9.0	47.58
10.0	47.72
11.0	47.87
12.0	48.04
13.0	48.22
14.0	48.42
15.0	48.64
16.0	48.87
17.0	49.12
18.0	49.39
19.0	49.68
20.0	49.98
21.0	50.30
22.0	50.65
23.0	51.01
24.0	51.39
25.0	51.80
26.0	52.22
27.0	52.67
28.0	53.15
29.0	53.65
30.0	54.17
31.0	54.72
32.0	55.30
33.0	55.91
34.0	56.55
35.0	57.22
36.0	57.93
37.0	58.67
38.0	59.44
39.0	60.26
40.0	61.12
41.0	62.02
42.0	62.96
43.0	63.96
44.0	65.00
45.0	66.10
46.0	67.26
47.0	68.48
48.0	69.77
49.0	71.12
50.0	72.55
51.0	74.06
52.0	75.66
53.0	77.35
54.0	79.13
55.0	81.03
56.0	83.04
57.0	85.18
58.0	87.46
59.0	89.89
60.0	92.48
61.0	95.24
62.0	98.21
63.0	101.39
64.0	104.80
65.0	108.48
66.0	112.45
67.0	116.75
68.0	121.41
69.0	126.48
70.0	132.01
71.0	138.06
72.0	144.69
73.0	152.00
74.0	160.07
75.0	169.02
76.0	178.98
77.0	190.11
78.0	202.58
79.0	216.60
80.0	232.40
81.0	250.22
82.0	270.30
83.0	292.79
84.0	317.70
85.0	344.69
86.0	372.82
87.0	400.25
88.0	424.05
89.0	440.55
90.0	446.50
91.0	440.55
92.0	424.05
93.0	400.25
94.0	372.82
95.0	344.69
96.0	317.70
97.0	292.79
98.0	270.30
99.0	250.22
100.0	232.40
101.0	216.60
102.0	202.58
103.0	190.11
104.0	178.98
105.0	169.02
106.0	160.07
107.0	152.00
108.0	144.69
109.0	138.06
110.0	132.01
111.0	126.48
112.0	121.41
113.0	116.75
114.0	112.45
115.0	108.48
116.0	104.80
117.0	101.39
118.0	98.21
119.0	95.24
120.0	92.48
