0.0	51.00
1.0	51.01
2.0	51.03
3.0	51.07
4.0	51.12
5.0	51.19
6.0	51.28
7.0	51.38
8.0	51.49
9.0	51.63
10.0	51.78
11.0	51.94
12.0	52.12
13.0	52.32
14.0	52.54
15.0	52.78
16.0	53.03
17.0	53.30
18.0	53.59
19.0	53.90
20.0	54.23
21.0	54.58
22.0	54.95
23.0	55.34
24.0	55.76
25.0	56.20
26.0	56.66
27.0	57.15
28.0	57.66
29.0	58.20
30.0	58.77
31.0	59.37
32.0	59.99
33.0	60.65
34.0	61.35
35.0	62.07
36.0	62.84
37.0	63.64
38.0	64.48
39.0	65.36
40.0	66.29
41.0	67.26
42.0	68.29
43.0	69.36
44.0	70.49
45.0	71.68
46.0	72.94
47.0	74.25
48.0	75.64
49.0	77.11
50.0	78.66
51.0	80.29
52.0	82.01
53.0	83.84
54.0	85.77
55.0	87.82
56.0	89.99
57.0	92.30
58.0	94.75
59.0	97.37
60.0	100.16
61.0	103.14
62.0	106.34
63.0	109.76
64.0	113.43
65.0	117.39
66.0	121.66
67.0	126.27
68.0	131.27
69.0	136.70
70.0	142.62
71.0	149.08
72.0	156.16
73.0	163.94
74.0	172.53
75.0	182.02
76.0	192.56
77.0	204.29
78.0	217.39
79.0	232.05
80.0	248.48
81.0	266.89
82.0	287.46
83.0	310.29
84.0	335.29
85.0	362.00
86.0	389.42
87.0	415.71
88.0	438.15
89.0	453.51
90.0	459.00
91.0	453.51
92.0	438.15
93.0	415.71
94.0	389.42
95.0	362.00
96.0	335.29
97.0	310.29
98.0	287.46
99.0	266.89
100.0	248.48
101.0	232.05
102.0	217.39
103.0	204.29
104.0	192.56
105.0	182.02
106.0	172.53
107.0	163.94
108.0	156.16
109.0	149.08
110.0	142.62
111.0	136.70
112.0	131.27
113.0	126.27
114.0	121.66
115.0	117.39
116.0	113.43
117.0	109.76
118.0	106.34
119.0	103.14
120.0	100.16
